Country,State,District,Year,"Enrolled Trainees Under Craftsmen Training Scheme (UOM:Number), Scaling Factor:1","Institutes For Training Under Craftsmen Training Scheme Scheme (UOM:Number), Scaling Factor:1","Seating Capacity Of Training Centers (UOM:Number), Scaling Factor:1"
India,Madhya Pradesh,Niwari,"Financial Year (Apr - Mar), 2018",0,0,0
India,Madhya Pradesh,Panna,"Financial Year (Apr - Mar), 2018",6256,55,6216
India,Madhya Pradesh,Raisen,"Financial Year (Apr - Mar), 2018",3732,43,5464
India,Madhya Pradesh,Rajgarh,"Financial Year (Apr - Mar), 2018",4663,57,9236
India,Madhya Pradesh,Ratlam,"Financial Year (Apr - Mar), 2018",5213,54,8136
India,Madhya Pradesh,Rewa,"Financial Year (Apr - Mar), 2018",1750,17,2856
India,Madhya Pradesh,Sagar,"Financial Year (Apr - Mar), 2018",2429,18,2660
India,Madhya Pradesh,Satna,"Financial Year (Apr - Mar), 2018",3553,26,5102
India,Madhya Pradesh,Sehore,"Financial Year (Apr - Mar), 2018",2239,19,3184
India,Madhya Pradesh,Seoni,"Financial Year (Apr - Mar), 2018",2484,10,3256
India,Madhya Pradesh,Shahdol,"Financial Year (Apr - Mar), 2018",2467,17,2240
India,Madhya Pradesh,Shajapur,"Financial Year (Apr - Mar), 2018",26,1,20
India,Madhya Pradesh,Sheopur,"Financial Year (Apr - Mar), 2018",770,5,964
India,Madhya Pradesh,Shivpuri,"Financial Year (Apr - Mar), 2018",228,3,240
India,Madhya Pradesh,Sidhi,"Financial Year (Apr - Mar), 2018",327,4,292
India,Madhya Pradesh,Singrauli,"Financial Year (Apr - Mar), 2018",3369,19,5116
India,Madhya Pradesh,Tikamgarh,"Financial Year (Apr - Mar), 2018",285,2,524
India,Madhya Pradesh,Ujjain,"Financial Year (Apr - Mar), 2018",8278,27,8116
India,Madhya Pradesh,Umaria,"Financial Year (Apr - Mar), 2018",4649,15,4564
India,Madhya Pradesh,Vidisha,"Financial Year (Apr - Mar), 2018",0,0,0
India,Maharashtra,Ahmednagar,"Financial Year (Apr - Mar), 2018",2938,14,3032
India,Maharashtra,Akola,"Financial Year (Apr - Mar), 2018",1263,8,1804
India,Maharashtra,Amravati,"Financial Year (Apr - Mar), 2018",955,4,1204
India,Maharashtra,Beed,"Financial Year (Apr - Mar), 2018",2179,12,2600
India,Maharashtra,Bhandara,"Financial Year (Apr - Mar), 2018",168,1,208
India,Maharashtra,Buldhana,"Financial Year (Apr - Mar), 2018",0,0,0
India,Maharashtra,Chandrapur,"Financial Year (Apr - Mar), 2018",0,0,0
India,Maharashtra,Chhatrapati Sambhajinagar,"Financial Year (Apr - Mar), 2018",4789,18,4656
India,Maharashtra,Dharashiv,"Financial Year (Apr - Mar), 2018",4878,25,6036
India,Maharashtra,Dhule,"Financial Year (Apr - Mar), 2018",0,0,0
India,Maharashtra,Gadchiroli,"Financial Year (Apr - Mar), 2018",10101,81,11356
India,Maharashtra,Gondia,"Financial Year (Apr - Mar), 2018",1206,11,1520
India,Maharashtra,Hingoli,"Financial Year (Apr - Mar), 2018",2849,26,3140
India,Maharashtra,Jalgaon,"Financial Year (Apr - Mar), 2018",3680,35,5004
India,Maharashtra,Jalna,"Financial Year (Apr - Mar), 2018",2094,23,3208
India,Maharashtra,Kolhapur,"Financial Year (Apr - Mar), 2018",2734,13,3532
India,Maharashtra,Latur,"Financial Year (Apr - Mar), 2018",4107,31,4924
India,Maharashtra,Mumbai,"Financial Year (Apr - Mar), 2018",4714,17,5860
India,Maharashtra,Nagpur,"Financial Year (Apr - Mar), 2018",3332,16,4044
India,Maharashtra,Nanded,"Financial Year (Apr - Mar), 2018",3239,21,4188
India,Maharashtra,Nandurbar,"Financial Year (Apr - Mar), 2018",2355,11,2868
India,Maharashtra,Nashik,"Financial Year (Apr - Mar), 2018",13492,65,18996
India,Maharashtra,Palghar,"Financial Year (Apr - Mar), 2018",2916,23,3044
India,Maharashtra,Parbhani,"Financial Year (Apr - Mar), 2018",4683,23,5108
India,Maharashtra,Pune,"Financial Year (Apr - Mar), 2018",1965,10,2184
India,Maharashtra,Raigad,"Financial Year (Apr - Mar), 2018",5685,49,8240
India,Maharashtra,Ratnagiri,"Financial Year (Apr - Mar), 2018",2245,24,2580
India,Maharashtra,Sangli,"Financial Year (Apr - Mar), 2018",5742,76,7940
India,Maharashtra,Satara,"Financial Year (Apr - Mar), 2018",4904,54,4824
India,Maharashtra,Sindhudurg,"Financial Year (Apr - Mar), 2018",3834,51,4408
India,Maharashtra,Solapur,"Financial Year (Apr - Mar), 2018",3405,48,5600
India,Maharashtra,Thane,"Financial Year (Apr - Mar), 2018",1644,18,2228
India,Maharashtra,Unknown Districts Of India,"Financial Year (Apr - Mar), 2018",3129,15,3456
India,Maharashtra,Wardha,"Financial Year (Apr - Mar), 2018",1778,23,4012
India,Maharashtra,Washim,"Financial Year (Apr - Mar), 2018",607,8,1056
India,Maharashtra,Yavatmal,"Financial Year (Apr - Mar), 2018",1417,13,1792
India,Manipur,Bishnupur,"Financial Year (Apr - Mar), 2018",130,1,212
India,Manipur,Chandel,"Financial Year (Apr - Mar), 2018",4595,27,5936
India,Manipur,Churachandpur,"Financial Year (Apr - Mar), 2018",959,5,1328
India,Manipur,Imphal East,"Financial Year (Apr - Mar), 2018",83,2,168
India,Manipur,Imphal West,"Financial Year (Apr - Mar), 2018",4563,20,5056
India,Manipur,Jiribam,"Financial Year (Apr - Mar), 2018",959,8,1068
India,Manipur,Kakching,"Financial Year (Apr - Mar), 2018",7103,37,10852
India,Manipur,Kamjong,"Financial Year (Apr - Mar), 2018",5405,40,6716
India,Manipur,Kangpokpi,"Financial Year (Apr - Mar), 2018",900,7,892
India,Manipur,Noney,"Financial Year (Apr - Mar), 2018",347,5,380
India,Manipur,Pherzawl,"Financial Year (Apr - Mar), 2018",126,2,120
India,Manipur,Senapati,"Financial Year (Apr - Mar), 2018",3546,16,3748
India,Manipur,Tamenglong,"Financial Year (Apr - Mar), 2018",25,2,92
India,Manipur,Tengnoupal,"Financial Year (Apr - Mar), 2018",91,2,284
India,Manipur,Thoubal,"Financial Year (Apr - Mar), 2018",3674,33,6336
India,Manipur,Ukhrul,"Financial Year (Apr - Mar), 2018",597,1,500
India,Meghalaya,East Garo Hills,"Financial Year (Apr - Mar), 2018",8619,37,7036
India,Meghalaya,East Jaintia Hills,"Financial Year (Apr - Mar), 2018",0,0,0
India,Meghalaya,East Khasi Hills,"Financial Year (Apr - Mar), 2018",2226,16,2444
India,Meghalaya,North Garo Hills,"Financial Year (Apr - Mar), 2018",0,0,0
India,Meghalaya,Ri Bhoi,"Financial Year (Apr - Mar), 2018",10098,57,9768
India,Meghalaya,South Garo Hills,"Financial Year (Apr - Mar), 2018",4304,26,4304
India,Meghalaya,South West Garo Hills,"Financial Year (Apr - Mar), 2018",801,6,1364
India,Meghalaya,South West Khasi Hills,"Financial Year (Apr - Mar), 2018",0,0,0
India,Meghalaya,West Garo Hills,"Financial Year (Apr - Mar), 2018",297,1,328
India,Meghalaya,West Jaintia Hills,"Financial Year (Apr - Mar), 2018",5509,37,5992
India,Meghalaya,West Khasi Hills,"Financial Year (Apr - Mar), 2018",0,0,0
India,Mizoram,Aizawl,"Financial Year (Apr - Mar), 2018",3346,25,4532
India,Mizoram,Champhai,"Financial Year (Apr - Mar), 2018",1536,18,2828
India,Mizoram,Hnahthial,"Financial Year (Apr - Mar), 2018",3044,28,4000
India,Mizoram,Khawzawl,"Financial Year (Apr - Mar), 2018",8990,48,9876
India,Mizoram,Kolasib,"Financial Year (Apr - Mar), 2018",645,6,712
India,Mizoram,Lawngtlai,"Financial Year (Apr - Mar), 2018",454,7,724
India,Mizoram,Lunglei,"Financial Year (Apr - Mar), 2018",4724,12,4928
India,Mizoram,Mamit,"Financial Year (Apr - Mar), 2018",3945,21,4348
India,Mizoram,Saitual,"Financial Year (Apr - Mar), 2018",6657,60,8864
India,Mizoram,Serchhip,"Financial Year (Apr - Mar), 2018",4436,46,5180
India,Mizoram,Siaha,"Financial Year (Apr - Mar), 2018",3907,15,5756
India,Nagaland,Dimapur,"Financial Year (Apr - Mar), 2018",2459,20,2892
India,Nagaland,Kiphire,"Financial Year (Apr - Mar), 2018",487,3,544
India,Nagaland,Kohima,"Financial Year (Apr - Mar), 2018",845,5,1336
India,Nagaland,Longleng,"Financial Year (Apr - Mar), 2018",570,2,652
India,Nagaland,Mokokchung,"Financial Year (Apr - Mar), 2018",8912,58,8240
India,Nagaland,Mon,"Financial Year (Apr - Mar), 2018",115,1,156
India,Nagaland,Peren,"Financial Year (Apr - Mar), 2018",0,1,20
India,Nagaland,Phek,"Financial Year (Apr - Mar), 2018",180,1,296
India,Nagaland,Tuensang,"Financial Year (Apr - Mar), 2018",0,0,0
India,Nagaland,Wokha,"Financial Year (Apr - Mar), 2018",174,1,252
India,Nagaland,Zunheboto,"Financial Year (Apr - Mar), 2018",0,0,0
India,Odisha,Anugul,"Financial Year (Apr - Mar), 2018",9150,39,10580
India,Odisha,Balangir,"Financial Year (Apr - Mar), 2018",6376,35,7252
India,Odisha,Baleshwar,"Financial Year (Apr - Mar), 2018",2037,10,2004
India,Odisha,Bargarh,"Financial Year (Apr - Mar), 2018",4943,43,5160
India,Odisha,Bhadrak,"Financial Year (Apr - Mar), 2018",4262,45,4352
India,Odisha,Boudh,"Financial Year (Apr - Mar), 2018",4804,55,5656
India,Odisha,Cuttack,"Financial Year (Apr - Mar), 2018",3184,42,3532
India,Odisha,Deogarh,"Financial Year (Apr - Mar), 2018",2544,23,4300
India,Odisha,Dhenkanal,"Financial Year (Apr - Mar), 2018",694,6,1232
India,Odisha,Gajapati,"Financial Year (Apr - Mar), 2018",3148,20,4008
India,Odisha,Ganjam,"Financial Year (Apr - Mar), 2018",1078,12,1956
India,Odisha,Jagatsinghapur,"Financial Year (Apr - Mar), 2018",0,1,24
India,Odisha,Jajapur,"Financial Year (Apr - Mar), 2018",1579,7,1372
India,Odisha,Jharsuguda,"Financial Year (Apr - Mar), 2018",0,0,0
India,Odisha,Kalahandi,"Financial Year (Apr - Mar), 2018",0,0,0
India,Odisha,Kandhamal,"Financial Year (Apr - Mar), 2018",470,2,464
India,Odisha,Kendrapara,"Financial Year (Apr - Mar), 2018",265,2,412
India,Odisha,Kendujhar,"Financial Year (Apr - Mar), 2018",1244,8,1180
India,Odisha,Khordha,"Financial Year (Apr - Mar), 2018",1213,11,1056
India,Odisha,Koraput,"Financial Year (Apr - Mar), 2018",2792,10,2512
India,Odisha,Malkangiri,"Financial Year (Apr - Mar), 2018",0,0,0
India,Odisha,Mayurbhanj,"Financial Year (Apr - Mar), 2018",0,0,0
India,Odisha,Nabarangpur,"Financial Year (Apr - Mar), 2018",552,3,676
India,Odisha,Nayagarh,"Financial Year (Apr - Mar), 2018",1074,6,1688
India,Odisha,Nuapada,"Financial Year (Apr - Mar), 2018",0,0,0
India,Odisha,Puri,"Financial Year (Apr - Mar), 2018",0,0,0
India,Odisha,Rayagada,"Financial Year (Apr - Mar), 2018",0,0,0
India,Odisha,Sambalpur,"Financial Year (Apr - Mar), 2018",3566,44,6052
India,Odisha,Sonepur,"Financial Year (Apr - Mar), 2018",1323,13,1768
India,Odisha,Sundargarh,"Financial Year (Apr - Mar), 2018",2720,26,3980
India,Puducherry,Karaikal,"Financial Year (Apr - Mar), 2018",2524,23,2604
India,Puducherry,Mahe,"Financial Year (Apr - Mar), 2018",936,9,1612
India,Puducherry,Pondicherry,"Financial Year (Apr - Mar), 2018",2935,32,3192
India,Puducherry,Yanam,"Financial Year (Apr - Mar), 2018",1151,11,1216
India,Punjab,Amritsar,"Financial Year (Apr - Mar), 2018",282,1,348
India,Punjab,Barnala,"Financial Year (Apr - Mar), 2018",7755,54,7096
India,Punjab,Bathinda,"Financial Year (Apr - Mar), 2018",0,0,0
India,Punjab,Faridkot,"Financial Year (Apr - Mar), 2018",40,1,68
India,Punjab,Fatehgarh Sahib,"Financial Year (Apr - Mar), 2018",120,1,128
India,Punjab,Fazilka,"Financial Year (Apr - Mar), 2018",1704,16,1932
India,Punjab,Ferozepur,"Financial Year (Apr - Mar), 2018",2235,6,3300
India,Punjab,Gurdaspur,"Financial Year (Apr - Mar), 2018",1710,11,1828
India,Punjab,Hoshiarpur,"Financial Year (Apr - Mar), 2018",3184,15,3112
India,Punjab,Jalandhar,"Financial Year (Apr - Mar), 2018",664,4,752
India,Punjab,Kapurthala,"Financial Year (Apr - Mar), 2018",1622,11,2172
India,Punjab,Ludhiana,"Financial Year (Apr - Mar), 2018",460,2,520
India,Punjab,Mansa,"Financial Year (Apr - Mar), 2018",556,4,552
India,Punjab,Moga,"Financial Year (Apr - Mar), 2018",647,5,780
India,Punjab,Pathankot,"Financial Year (Apr - Mar), 2018",1177,17,2888
India,Punjab,Patiala,"Financial Year (Apr - Mar), 2018",3009,31,3432
India,Punjab,Rupnagar,"Financial Year (Apr - Mar), 2018",833,9,1240
India,Punjab,S.A.S Nagar,"Financial Year (Apr - Mar), 2018",4155,27,4300
India,Punjab,Sangrur,"Financial Year (Apr - Mar), 2018",1123,10,1512
India,Punjab,Shahid Bhagat Singh Nagar,"Financial Year (Apr - Mar), 2018",1050,8,1132
India,Punjab,Sri Muktsar Sahib,"Financial Year (Apr - Mar), 2018",647,6,576
India,Punjab,Tarn Taran,"Financial Year (Apr - Mar), 2018",83,1,84
India,Rajasthan,Ajmer,"Financial Year (Apr - Mar), 2018",265,2,216
India,Rajasthan,Alwar,"Financial Year (Apr - Mar), 2018",71,2,156
India,Rajasthan,Banswara,"Financial Year (Apr - Mar), 2018",8424,54,8876
India,Rajasthan,Baran,"Financial Year (Apr - Mar), 2018",1283,12,2016
India,Rajasthan,Barmer,"Financial Year (Apr - Mar), 2018",4057,31,5864
India,Rajasthan,Bharatpur,"Financial Year (Apr - Mar), 2018",3331,22,3900
India,Rajasthan,Bhilwara,"Financial Year (Apr - Mar), 2018",135,2,224
India,Rajasthan,Bikaner,"Financial Year (Apr - Mar), 2018",5061,22,5048
India,Rajasthan,Bundi,"Financial Year (Apr - Mar), 2018",4237,20,4280
India,Rajasthan,Chittorgarh,"Financial Year (Apr - Mar), 2018",7699,34,8672
India,Rajasthan,Churu,"Financial Year (Apr - Mar), 2018",6207,58,9684
India,Rajasthan,Dausa,"Financial Year (Apr - Mar), 2018",2716,28,4968
India,Rajasthan,Dholpur,"Financial Year (Apr - Mar), 2018",745,8,1324
India,Rajasthan,Dungarpur,"Financial Year (Apr - Mar), 2018",1806,17,2840
India,Rajasthan,Ganganagar,"Financial Year (Apr - Mar), 2018",18544,135,18992
India,Rajasthan,Hanumangarh,"Financial Year (Apr - Mar), 2018",4655,23,4672
India,Rajasthan,Jaipur,"Financial Year (Apr - Mar), 2018",1411,8,1732
India,Rajasthan,Jaisalmer,"Financial Year (Apr - Mar), 2018",6259,35,5828
India,Rajasthan,Jalore,"Financial Year (Apr - Mar), 2018",4534,21,5372
India,Rajasthan,Jhalawar,"Financial Year (Apr - Mar), 2018",1714,6,1708
India,Rajasthan,Jhunjhunu,"Financial Year (Apr - Mar), 2018",12075,89,13112
India,Rajasthan,Jodhpur,"Financial Year (Apr - Mar), 2018",4239,23,4392
India,Rajasthan,Karauli,"Financial Year (Apr - Mar), 2018",3412,14,4008
India,Rajasthan,Kota,"Financial Year (Apr - Mar), 2018",7912,50,7144
India,Rajasthan,Nagaur,"Financial Year (Apr - Mar), 2018",842,6,800
India,Rajasthan,Pali,"Financial Year (Apr - Mar), 2018",2884,11,2724
India,Rajasthan,Pratapgarh,"Financial Year (Apr - Mar), 2018",0,0,0
India,Rajasthan,Rajsamand,"Financial Year (Apr - Mar), 2018",9553,58,9056
India,Rajasthan,Sawai Madhopur,"Financial Year (Apr - Mar), 2018",126,1,196
India,Rajasthan,Sikar,"Financial Year (Apr - Mar), 2018",0,0,0
India,Rajasthan,Sirohi,"Financial Year (Apr - Mar), 2018",0,0,0
India,Rajasthan,Tonk,"Financial Year (Apr - Mar), 2018",0,0,0
India,Rajasthan,Udaipur,"Financial Year (Apr - Mar), 2018",498,1,596
India,Sikkim,Gangtok,"Financial Year (Apr - Mar), 2018",1995,20,3258
India,Sikkim,Gyalshing,"Financial Year (Apr - Mar), 2018",399,4,608
India,Sikkim,Mangan,"Financial Year (Apr - Mar), 2018",2064,11,2732
India,Sikkim,Namchi,"Financial Year (Apr - Mar), 2018",5102,32,5660
India,Tamil Nadu,Ariyalur,"Financial Year (Apr - Mar), 2018",1600,8,1776
India,Tamil Nadu,Chengalpattu,"Financial Year (Apr - Mar), 2018",651,3,596
India,Tamil Nadu,Chennai,"Financial Year (Apr - Mar), 2018",2732,13,2548
India,Tamil Nadu,Coimbatore,"Financial Year (Apr - Mar), 2018",2857,10,2968
India,Tamil Nadu,Cuddalore,"Financial Year (Apr - Mar), 2018",4466,23,5380
India,Tamil Nadu,Dharmapuri,"Financial Year (Apr - Mar), 2018",10942,47,12760
India,Tamil Nadu,Dindigul,"Financial Year (Apr - Mar), 2018",5186,21,6616
India,Tamil Nadu,Erode,"Financial Year (Apr - Mar), 2018",5849,39,8796
India,Tamil Nadu,Kallakurichi,"Financial Year (Apr - Mar), 2018",0,0,0
India,Tamil Nadu,Kanchipuram,"Financial Year (Apr - Mar), 2018",6724,24,6144
India,Tamil Nadu,Kanniyakumari,"Financial Year (Apr - Mar), 2018",7625,31,7460
India,Tamil Nadu,Karur,"Financial Year (Apr - Mar), 2018",9917,105,10224
India,Tamil Nadu,Krishnagiri,"Financial Year (Apr - Mar), 2018",8026,101,9296
India,Tamil Nadu,Madurai,"Financial Year (Apr - Mar), 2018",87,1,72
India,Tamil Nadu,Nagapattinam,"Financial Year (Apr - Mar), 2018",5457,66,11188
India,Tamil Nadu,Namakkal,"Financial Year (Apr - Mar), 2018",3969,40,6050
India,Tamil Nadu,Perambalur,"Financial Year (Apr - Mar), 2018",4029,64,7968
India,Tamil Nadu,Pudukkottai,"Financial Year (Apr - Mar), 2018",2446,38,4276
India,Tamil Nadu,Ramanathapuram,"Financial Year (Apr - Mar), 2018",1278,14,2064
India,Tamil Nadu,Ranipet,"Financial Year (Apr - Mar), 2018",0,0,0
India,Tamil Nadu,Salem,"Financial Year (Apr - Mar), 2018",679,9,912
India,Tamil Nadu,Sivaganga,"Financial Year (Apr - Mar), 2018",2569,20,3764
India,Tamil Nadu,Tenkasi,"Financial Year (Apr - Mar), 2018",5379,44,7392
India,Tamil Nadu,Thanjavur,"Financial Year (Apr - Mar), 2018",2278,14,2436
India,Tamil Nadu,The Nilgiris,"Financial Year (Apr - Mar), 2018",3710,33,4668
India,Tamil Nadu,Theni,"Financial Year (Apr - Mar), 2018",2131,8,2036
India,Tamil Nadu,Thiruvallur,"Financial Year (Apr - Mar), 2018",138,2,136
India,Tamil Nadu,Thiruvarur,"Financial Year (Apr - Mar), 2018",0,0,0
India,Tamil Nadu,Tiruchirappalli,"Financial Year (Apr - Mar), 2018",2183,25,2848
India,Tamil Nadu,Tirunelveli,"Financial Year (Apr - Mar), 2018",459,2,584
India,Tamil Nadu,Tirupathur,"Financial Year (Apr - Mar), 2018",0,0,0
India,Tamil Nadu,Tiruppur,"Financial Year (Apr - Mar), 2018",536,4,624
India,Tamil Nadu,Tiruvannamalai,"Financial Year (Apr - Mar), 2018",246,1,248
India,Tamil Nadu,Tuticorin,"Financial Year (Apr - Mar), 2018",1359,8,1616
India,Tamil Nadu,Vellore,"Financial Year (Apr - Mar), 2018",161,2,196
India,Tamil Nadu,Villupuram,"Financial Year (Apr - Mar), 2018",186,2,216
India,Tamil Nadu,Virudhunagar,"Financial Year (Apr - Mar), 2018",2079,8,1986
India,Telangana,Adilabad,"Financial Year (Apr - Mar), 2018",214,1,184
India,Telangana,Bhadradri Kothagudem,"Financial Year (Apr - Mar), 2018",56,1,80
India,Telangana,Hanumakonda,"Financial Year (Apr - Mar), 2018",2802,21,3720
India,Telangana,Hyderabad,"Financial Year (Apr - Mar), 2018",3353,9,3636
India,Telangana,Jagitial,"Financial Year (Apr - Mar), 2018",7214,73,7312
India,Telangana,Jangoan,"Financial Year (Apr - Mar), 2018",0,0,0
India,Telangana,Jayashankar Bhupalapally,"Financial Year (Apr - Mar), 2018",68,2,92
India,Telangana,Jogulamba Gadwal,"Financial Year (Apr - Mar), 2018",866,10,784
India,Telangana,Kamareddy,"Financial Year (Apr - Mar), 2018",1879,21,3164
India,Telangana,Karimnagar,"Financial Year (Apr - Mar), 2018",8571,21,10436
India,Telangana,Khammam,"Financial Year (Apr - Mar), 2018",13684,88,18796
India,Telangana,Kumuram Bheem Asifabad,"Financial Year (Apr - Mar), 2018",1679,11,1776
India,Telangana,Mahabubabad,"Financial Year (Apr - Mar), 2018",64,1,52
India,Telangana,Mahabubnagar,"Financial Year (Apr - Mar), 2018",1530,6,1500
India,Telangana,Mancherial,"Financial Year (Apr - Mar), 2018",536,8,870
India,Telangana,Medak,"Financial Year (Apr - Mar), 2018",820,3,820
India,Telangana,Medchal Malkajgiri,"Financial Year (Apr - Mar), 2018",169,1,192
India,Telangana,Mulugu,"Financial Year (Apr - Mar), 2018",1831,13,2152
India,Telangana,Nagarkurnool,"Financial Year (Apr - Mar), 2018",378,6,320
India,Telangana,Nalgonda,"Financial Year (Apr - Mar), 2018",3021,16,3168
India,Telangana,Narayanpet,"Financial Year (Apr - Mar), 2018",0,0,0
India,Telangana,Nirmal,"Financial Year (Apr - Mar), 2018",5162,64,5108
India,Telangana,Nizamabad,"Financial Year (Apr - Mar), 2018",2276,11,2756
India,Telangana,Peddapalli,"Financial Year (Apr - Mar), 2018",3518,26,4776
India,Telangana,Rajanna Sircilla,"Financial Year (Apr - Mar), 2018",8685,73,11520
India,Telangana,Ranga Reddy,"Financial Year (Apr - Mar), 2018",3680,22,3848
India,Telangana,Sangareddy,"Financial Year (Apr - Mar), 2018",2919,28,3260
India,Telangana,Siddipet,"Financial Year (Apr - Mar), 2018",5076,25,4748
India,Telangana,Suryapet,"Financial Year (Apr - Mar), 2018",2861,18,3932
India,Telangana,Vikarabad,"Financial Year (Apr - Mar), 2018",2351,9,2060
India,Telangana,Wanaparthy,"Financial Year (Apr - Mar), 2018",2091,31,2580
India,Telangana,Warangal,"Financial Year (Apr - Mar), 2018",1623,19,1832
India,Telangana,Yadadri Bhuvanagiri,"Financial Year (Apr - Mar), 2018",118,2,144
India,Tripura,Dhalai,"Financial Year (Apr - Mar), 2018",1985,11,2316
India,Tripura,Gomati,"Financial Year (Apr - Mar), 2018",4740,32,5484
India,Tripura,Khowai,"Financial Year (Apr - Mar), 2018",14489,76,14740
India,Tripura,North Tripura,"Financial Year (Apr - Mar), 2018",1490,7,2068
India,Tripura,Sepahijala,"Financial Year (Apr - Mar), 2018",3540,23,3584
India,Tripura,South Tripura,"Financial Year (Apr - Mar), 2018",3364,12,3564
India,Tripura,Unakoti,"Financial Year (Apr - Mar), 2018",3825,17,3876
India,Tripura,West Tripura,"Financial Year (Apr - Mar), 2018",10449,90,10080
India,Uttar Pradesh,Agra,"Financial Year (Apr - Mar), 2018",0,0,0
India,Uttar Pradesh,Aligarh,"Financial Year (Apr - Mar), 2018",15,2,36
India,Uttar Pradesh,Ambedkar Nagar,"Financial Year (Apr - Mar), 2018",3685,25,5364
India,Uttar Pradesh,Amethi,"Financial Year (Apr - Mar), 2018",1261,12,2092
India,Uttar Pradesh,Amroha,"Financial Year (Apr - Mar), 2018",2265,7,2288
India,Uttar Pradesh,Auraiya,"Financial Year (Apr - Mar), 2018",1102,5,2052
India,Uttar Pradesh,Ayodhya,"Financial Year (Apr - Mar), 2018",663,12,1116
India,Uttar Pradesh,Azamgarh,"Financial Year (Apr - Mar), 2018",3166,15,3444
India,Uttar Pradesh,Baghpat,"Financial Year (Apr - Mar), 2018",252,4,392
India,Uttar Pradesh,Bahraich,"Financial Year (Apr - Mar), 2018",222,2,216
India,Uttar Pradesh,Ballia,"Financial Year (Apr - Mar), 2018",1187,7,1552
India,Uttar Pradesh,Balrampur,"Financial Year (Apr - Mar), 2018",9704,39,12276
India,Uttar Pradesh,Banda,"Financial Year (Apr - Mar), 2018",3392,21,3784
India,Uttar Pradesh,Barabanki,"Financial Year (Apr - Mar), 2018",773,4,828
India,Uttar Pradesh,Bareilly,"Financial Year (Apr - Mar), 2018",1904,20,1928
India,Uttar Pradesh,Basti,"Financial Year (Apr - Mar), 2018",1301,12,1288
India,Uttar Pradesh,Bhadohi,"Financial Year (Apr - Mar), 2018",2075,11,2076
India,Uttar Pradesh,Bijnor,"Financial Year (Apr - Mar), 2018",461,5,508
India,Uttar Pradesh,Budaun,"Financial Year (Apr - Mar), 2018",358,6,788
India,Uttar Pradesh,Bulandshahr,"Financial Year (Apr - Mar), 2018",5639,44,6832
India,Uttar Pradesh,Chandauli,"Financial Year (Apr - Mar), 2018",141,2,124
India,Uttar Pradesh,Chitrakoot,"Financial Year (Apr - Mar), 2018",30,1,52
India,Uttar Pradesh,Deoria,"Financial Year (Apr - Mar), 2018",1857,15,2344
India,Uttar Pradesh,Etah,"Financial Year (Apr - Mar), 2018",2890,21,3992
India,Uttar Pradesh,Etawah,"Financial Year (Apr - Mar), 2018",1685,18,3200
India,Uttar Pradesh,Farrukhabad,"Financial Year (Apr - Mar), 2018",1058,12,1400
India,Uttar Pradesh,Fatehpur,"Financial Year (Apr - Mar), 2018",6943,40,7328
India,Uttar Pradesh,Firozabad,"Financial Year (Apr - Mar), 2018",1793,8,2268
India,Uttar Pradesh,Gautam Buddha Nagar,"Financial Year (Apr - Mar), 2018",2105,2,2580
India,Uttar Pradesh,Ghaziabad,"Financial Year (Apr - Mar), 2018",423,3,528
India,Uttar Pradesh,Ghazipur,"Financial Year (Apr - Mar), 2018",3546,31,5752
India,Uttar Pradesh,Gonda,"Financial Year (Apr - Mar), 2018",39073,316,46000
India,Uttar Pradesh,Gorakhpur,"Financial Year (Apr - Mar), 2018",7639,95,15018
India,Uttar Pradesh,Hamirpur,"Financial Year (Apr - Mar), 2018",30775,203,30468
India,Uttar Pradesh,Hapur,"Financial Year (Apr - Mar), 2018",1218,2,1032
India,Uttar Pradesh,Hardoi,"Financial Year (Apr - Mar), 2018",846,5,1088
India,Uttar Pradesh,Hathras,"Financial Year (Apr - Mar), 2018",84,2,448
India,Uttar Pradesh,Jalaun,"Financial Year (Apr - Mar), 2018",6811,42,8428
India,Uttar Pradesh,Jaunpur,"Financial Year (Apr - Mar), 2018",7366,34,9040
India,Uttar Pradesh,Jhansi,"Financial Year (Apr - Mar), 2018",24271,138,26136
India,Uttar Pradesh,Kannauj,"Financial Year (Apr - Mar), 2018",14894,65,15240
India,Uttar Pradesh,Kanpur Dehat,"Financial Year (Apr - Mar), 2018",29015,133,28500
India,Uttar Pradesh,Kanpur Nagar,"Financial Year (Apr - Mar), 2018",8342,37,8088
India,Uttar Pradesh,Kasganj,"Financial Year (Apr - Mar), 2018",167,2,144
India,Uttar Pradesh,Kaushambi,"Financial Year (Apr - Mar), 2018",828,4,1228
India,Uttar Pradesh,Kheri,"Financial Year (Apr - Mar), 2018",3060,21,3664
India,Uttar Pradesh,Kushi Nagar,"Financial Year (Apr - Mar), 2018",928,6,1184
India,Uttar Pradesh,Lalitpur,"Financial Year (Apr - Mar), 2018",14208,87,14080
India,Uttar Pradesh,Lucknow,"Financial Year (Apr - Mar), 2018",5258,26,4812
India,Uttar Pradesh,Mahoba,"Financial Year (Apr - Mar), 2018",0,0,0
India,Uttar Pradesh,Mahrajganj,"Financial Year (Apr - Mar), 2018",140,1,216
India,Uttar Pradesh,Mainpuri,"Financial Year (Apr - Mar), 2018",0,0,0
India,Uttar Pradesh,Mathura,"Financial Year (Apr - Mar), 2018",164,1,200
